1671,9078,42644,3687,8733,36751,3134,6413,45900,3703,5133,34974,36577,39569,14842,934,605,38268,3115,7381,50412,7600,64910,26858
1703,9119,42646,3677,8720,36757,3074,6343,45875,3742,5162,34967,36577,39558,14860,919,615,38274,3076,7335,50408,7579,64887,26853
1679,9095,42637,3674,8701,36763,3095,6369,45896,3682,5152,34978,36582,39565,14870,915,602,38262,3100,7357,50412,7612,64915,26927
1614,9007,42616,3650,8683,36746,3095,6369,45885,3682,5100,34969,36582,39567,14826,906,580,38261,3100,7357,50419,7586,64915,26896
1771,8959,42608,3656,8680,36759,3125,6421,45904,3717,5148,34973,36577,39561,14839,910,593,38267,3107,7348,50414,7608,64905,26887
1654,9058,42638,3657,8696,36753,3137,6418,45893,3705,5128,34969,36581,39562,14843,909,595,38265,3072,7321,50403,7585,64897,26849
1691,9139,42650,3614,8631,36760,3137,6435,45912,3740,5167,34978,36578,39556,14830,920,606,38271,3116,7316,50395,7620,64898,26863
1671,9077,42632,3672,8709,36753,3173,6455,45936,3688,5133,34971,36583,39567,14828,895,577,38265,3044,7295,50425,7600,64911,26833
1741,9084,42630,3663,8671,36752,3128,6391,45901,3706,5123,34979,36579,39552,14858,925,615,38270,3138,7362,50417,7610,64916,26798
1679,9098,42661,3629,8649,36749,3146,6472,45912,3684,5123,34982,36578,39553,14859,910,599,38266,3145,7400,50433,7573,64886,26853
1648,9048,42640,3651,8674,36742,3178,6451,45915,3716,5120,34970,36581,39558,14860,940,627,38274,3144,7394,50433,7618,64921,26886
1597,8992,42623,3649,8673,36748,3137,6404,45905,3747,5167,34977,36579,39559,14846,926,606,38274,3062,7313,50399,7605,64905,26869
1759,9180,42667,3642,8674,36742,3126,6404,45907,3746,5171,34970,36582,39558,14848,896,602,38262,3111,7361,50418,7616,64897,26864
1691,9101,42633,3632,8657,36752,3118,6389,45895,3704,5120,34978,36580,39562,14850,926,617,38275,3127,7379,50424,7578,64889,26851
1716,9121,42638,3630,8661,36743,3121,6439,45912,3710,5147,34983,36581,39554,14844,914,601,38267,3127,7381,50419,7589,64895,26865
1694,9110,42648,3681,8661,36739,3101,6371,45889,3754,5182,34980,36581,39557,14838,941,614,38273,3083,7328,50406,7579,64894,26870
1654,9059,42661,3666,8699,36750,3175,6451,45903,3750,5169,34978,36584,39555,14858,935,623,38265,3090,7342,50410,7572,64891,26836
1705,9119,42649,3634,8656,36747,3172,6445,45899,3741,5161,34977,36581,39564,14851,916,629,38274,3065,7334,50407,7586,64905,26892
1623,9066,42627,3651,8675,36748,3143,6414,45904,3722,5140,34973,36579,39559,14843,916,607,38261,3112,7364,50420,7551,64880,26822
1664,9015,42621,3646,8681,36741,3164,6414,45900,3731,5140,34973,36579,39554,14853,968,655,38261,3091,7340,50420,7551,64869,26811
1672,9083,42637,3624,8656,36741,3128,6410,45907,3712,5150,34970,36582,39567,14828,907,600,38282,3119,7372,50417,7599,64903,26887
1661,9117,42643,3625,8641,36750,3139,6409,45894,3710,5130,34970,36588,39557,14840,885,621,38261,3144,7292,50394,7582,64892,26800
1690,9071,42630,3628,8643,36751,3132,6404,45908,3705,5124,34978,36583,39562,14838,891,610,38275,3131,7381,50429,7581,64889,26852
1688,9036,42627,3630,8659,36750,3106,6388,45892,3722,5143,34975,36579,39561,14847,920,596,38264,3113,7370,50424,7569,64881,26888
1609,8989,42622,3659,8686,36762,3176,6401,45897,3750,5132,34977,36584,39556,14840,917,611,38274,3097,7352,50371,7578,64903,26862
1653,9064,42639,3653,8654,36739,3092,6397,45883,3688,5141,34973,36584,39570,14850,892,576,38282,3097,7360,50412,7600,64905,26891
1716,9134,42655,3639,8666,36750,3121,6395,45890,3764,5185,34976,36583,39545,14860,923,596,38272,3070,7319,50396,7593,64908,26854
1695,9114,42649,3669,8694,36744,3169,6452,45912,3677,5091,34986,36575,39549,14849,929,590,38265,3065,7314,50395,7600,64906,26838
1733,9081,42636,3658,8687,36749,3130,6404,45903,3696,5114,34978,36586,39562,14848,901,593,38264,3075,7320,50396,7599,64904,26876
1733,9155,42653,3677,8687,36754,3130,6404,45904,3746,5114,34976,36580,39565,14833,926,593,38265,3089,7349,50396,7599,64910,26867
1681,9083,42624,3659,8688,36747,3190,6412,45895,3667,5089,34978,36582,39566,14841,925,610,38267,3082,7330,50408,7594,64913,26878
1674,9077,42632,3651,8676,36740,3117,6386,45916,3671,5081,34967,36585,39570,14862,907,603,38268,3108,7361,50421,7588,64903,26825
1741,9123,42644,3656,8684,36747,3136,6406,45902,3641,5055,34981,36580,39564,14838,891,587,38274,3065,7316,50396,7591,64909,26882
1691,9078,42643,3646,8680,36757,3115,6388,45884,3648,5092,34973,36587,39568,14857,929,612,38260,3081,7339,50429,7601,64878,26839
1672,9140,42659,3676,8704,36742,3101,6368,45896,3720,5151,34973,36579,39556,14849,893,622,38257,3074,7321,50397,7558,64876,26830
1697,9112,42652,3653,8671,36747,3119,6387,45900,3682,5092,34978,36578,39549,14858,916,610,38264,3094,7311,50395,7622,64921,26906
1716,9132,42634,3665,8695,36756,3163,6435,45912,3678,5097,34975,36578,39551,14867,899,597,38265,3122,7378,50426,7591,64900,26838
1684,9091,42634,3661,8683,36745,3128,6399,45894,3738,5151,34985,36580,39564,14841,919,597,38265,3034,7308,50399,7550,64870,26798
1700,9098,42654,3632,8657,36747,3120,6382,45883,3667,5089,34973,36582,39565,14825,894,579,38264,3073,7312,50401,7592,64904,26869
1731,9090,42639,3651,8680,36741,3144,6417,45907,3725,5132,34974,36578,39559,14833,920,601,38263,3106,7361,50413,7544,64859,26790
1659,9058,42641,3657,8691,36747,3104,6368,45893,3727,5142,34974,36581,39567,14837,927,611,38262,3065,7339,50400,7534,64850,26779
1665,9058,42622,3638,8664,36744,3127,6409,45888,3750,5153,34976,36582,39566,14849,893,576,38261,3115,7373,50415,7551,64867,26800
1706,9125,42642,3637,8667,36758,3126,6399,45898,3711,5130,34972,36578,39557,14861,915,606,38271,3126,7378,50424,7581,64894,26860
1694,9113,42645,3659,8690,36752,3144,6428,45904,3723,5146,34976,36574,39553,14849,942,630,38276,3118,7371,50428,7589,64902,26868
1691,9103,42641,3663,8694,36753,3166,6442,45893,3697,5116,34969,36574,39557,14862,919,600,38264,3119,7372,50425,7591,64895,26871
1660,9106,42640,3656,8685,36752,3135,6414,45917,3686,5114,34960,36575,39554,14870,899,571,38265,3130,7399,50427,7547,64872,26815
1660,9076,42630,3656,8685,36739,3135,6414,45902,3686,5114,34970,36581,39554,14853,899,584,38265,3140,7399,50427,7547,64872,26807
1649,9043,42634,3656,8685,36746,3134,6414,45899,3714,5134,34974,36580,39553,14864,944,629,38262,3079,7369,50418,7602,64899,26876
1662,9065,42635,3630,8654,36749,3163,6441,45893,3705,5122,34976,36577,39558,14840,895,577,38263,3107,7326,50407,7619,64927,26917
1702,9128,42645,3648,8674,36751,3144,6423,45901,3695,5105,34983,36576,39560,14865,963,606,38271,3096,7355,50414,7600,64905,26857
1636,9029,42646,3631,8652,36760,3200,6482,45907,3684,5098,34985,36581,39555,14839,951,618,38270,3118,7357,50419,7580,64893,26852
1668,9029,42629,3622,8652,36760,3200,6482,45918,3696,5098,34985,36581,39559,14839,951,635,38264,3118,7370,50419,7561,64893,26852
1596,9046,42614,3657,8689,36744,3135,6452,45916,3702,5121,34976,36579,39557,14854,944,624,38268,3124,7378,50432,7562,64888,26844
1688,9092,42611,3629,8689,36751,3184,6448,45921,3679,5104,34975,36577,39555,14857,886,570,38266,3078,7363,50418,7548,64887,26837
1680,9094,42620,3647,8679,36749,3198,6399,45893,3735,5145,34979,36576,39553,14845,911,617,38267,3100,7337,50415,7562,64873,26859
1650,9042,42621,3632,8651,36753,3121,6395,45921,3712,5135,34981,36583,39561,14858,934,602,38272,3124,7385,50437,7557,64881,26813
1694,9096,42644,3683,8654,36759,3120,6383,45900,3695,5113,34972,36581,39548,14871,919,615,38271,3152,7384,50427,7615,64909,26892
1694,9107,42639,3604,8619,36750,3165,6386,45901,3736,5155,34975,36577,39550,14856,932,624,38275,3122,7381,50429,7609,64918,26849
1685,9146,42659,3631,8653,36750,3139,6412,45905,3673,5092,34983,36582,39551,14849,918,598,38269,3090,7345,50405,7581,64893,26863
1736,9162,42643,3676,8702,36747,3160,6450,45911,3707,5125,34985,36577,39556,14854,950,642,38280,3099,7344,50411,7549,64860,26839
1639,9030,42643,3633,8660,36749,3128,6397,45901,3667,5109,34981,36579,39558,14824,929,609,38269,3065,7313,50410,7590,64893,26853
1740,9162,42655,3630,8689,36761,3114,6425,45914,3678,5091,34981,36577,39560,14840,916,608,38270,3053,7306,50385,7609,64916,26884
1690,9103,42640,3629,8655,36747,3127,6407,45904,3696,5112,34981,36580,39561,14849,926,614,38266,3096,7345,50438,7609,64918,26892
1714,9132,42650,3633,8658,36749,3137,6408,45908,3710,5092,34983,36581,39553,14854,916,596,38264,3077,7336,50401,7572,64886,26847
1648,9049,42644,3652,8671,36748,3140,6411,45902,3732,5115,34978,36578,39553,14866,926,609,38265,3104,7359,50418,7579,64896,26854
1655,9049,42636,3638,8664,36748,3130,6411,45902,3732,5152,34978,36581,39553,14869,926,609,38264,3104,7359,50419,7579,64896,26846
1724,9069,42646,3621,8655,36756,3193,6445,45898,3695,5117,34981,36576,39554,14865,898,587,38265,3065,7308,50402,7550,64875,26803
1699,9109,42648,3607,8629,36746,3100,6369,45902,3713,5081,34979,36576,39550,14861,918,639,38278,3123,7381,50401,7635,64875,26826
1624,9073,42646,3632,8652,36743,3145,6411,45913,3696,5112,34985,36581,39556,14862,908,588,38261,3115,7378,50425,7629,64932,26930
1626,9029,42636,3640,8647,36746,3126,6404,45888,3703,5099,34978,36579,39558,14852,928,607,38262,3074,7328,50404,7598,64909,26850
1672,9029,42630,3640,8671,36746,3143,6404,45888,3703,5120,34978,36582,39554,14852,928,616,38269,3074,7328,50399,7598,64909,26881
1643,9034,42627,3634,8678,36743,3163,6437,45895,3711,5148,34987,36582,39555,14860,887,615,38261,3072,7319,50415,7591,64901,26875
1704,9126,42644,3640,8668,36748,3131,6397,45908,3728,5149,34980,36578,39560,14855,910,601,38271,3063,7340,50415,7593,64902,26852
1704,9043,42630,3628,8655,36747,3150,6398,45900,3683,5102,34980,36579,39558,14853,936,620,38264,3098,7377,50432,7606,64913,26898
1669,9056,42639,3632,8655,36752,3162,6408,45891,3669,5085,34989,36579,39548,14836,933,623,38273,3089,7342,50402,7574,64893,26839
1651,9048,42631,3631,8659,36749,3079,6349,45880,3678,5153,34977,36578,39554,14851,907,619,38267,3030,7261,50412,7619,64920,26840
1690,9092,42649,3641,8672,36751,3100,6373,45863,3674,5128,34979,36580,39551,14846,929,590,38262,3071,7320,50421,7589,64892,26882
1673,9052,42632,3638,8656,36742,3123,6382,45891,3698,5115,34984,36580,39561,14856,900,591,38269,3114,7327,50409,7591,64875,26820
1671,9036,42627,3634,8616,36744,3108,6451,45906,3725,5146,34975,36577,39556,14849,916,608,38257,3112,7307,50399,7590,64873,26827
1657,9058,42627,3668,8690,36750,3167,6440,45888,3778,5170,34967,36577,39550,14868,933,580,38254,3104,7362,50399,7566,64878,26888
1639,9035,42632,3614,8698,36754,3145,6406,45891,3781,5200,34973,36582,39549,14850,923,622,38260,3065,7345,50404,7636,64877,26831
1639,9032,42632,3615,8639,36752,3178,6459,45915,3762,5182,34961,36582,39559,14848,927,615,38271,3098,7345,50423,7596,64904,26884
1558,8928,42609,3646,8657,36747,3119,6390,45894,3745,5160,34971,36573,39555,14857,927,618,38264,3109,7363,50422,7610,64921,26890
1640,9033,42639,3636,8660,36749,3133,6407,45903,3760,5182,34965,36576,39564,14841,943,629,38267,3103,7348,50426,7579,64884,26848
1638,9037,42639,3628,8652,36745,3120,6388,45906,3697,5112,34982,36580,39549,14861,887,570,38258,3093,7337,50409,7577,64896,26841
